name,authorUri,publicationUri,title,keywords
"Ledesma Neira, Pablo Valerio",http://ucuenca.edu.ec/resource/author/pablo-valerio-ledesma-neira,http://ucuenca.edu.ec/wkhuska/publication/modification-of-power-system-linearization-at-the-operating-point-to-improve-the-stability-in-power-systems-including-wind,Modification of power system linearization at the operating point to improve the stability in power systems including wind parks.,"Eigenvalues, Oscillations, Power System, Reactive Power, System Security, Wind Power"
"Sánchez Romero, Hugo",http://ucuenca.edu.ec/resource/author/hugo-sánchez-romero,http://ucuenca.edu.ec/wkhuska/publication/resilience-and-related-factors-during-female-ecuadorian,"Resilience and related factors during female Ecuadorian mid-life""@e","Menopause, Middle age, Resilience, Wagnild and Young Resilience Scale"
"Rodríguez Gamboa, Edwin Iván",http://ucuenca.edu.ec/resource/author/edwin-iván-rodríguez-gamboa,http://ucuenca.edu.ec/wkhuska/publication/specification-and-checking-of-software-contracts-for-conditional-information,Specification and Checking of Software Contracts for Conditional Information Flow.,"Information Assurance, Information Flow, Satisfiability, Security Architecture, Specification and Verification"
Henry Alberto Rodríguez Segura,http://ucuenca.edu.ec/resource/author/henry-alberto-rodríguez-segura,http://ucuenca.edu.ec/wkhuska/publication/coherence-and-interactivity-in-text-based-group-discussions-around-web,Coherence and Interactivity in Text-Based Group Discussions around Web Documents.,"Computer Mediated Communication, Web Documents"
"Khan, Azizuddin",http://ucuenca.edu.ec/resource/author/azizuddin-khan,http://ucuenca.edu.ec/wkhuska/publication/and-expertise-in-prospective-memory-vulnerability-to-habit-intrusion-error-in,"Attention, polychronicity, and expertise in prospective memory performance: Programmers' vulnerability to habit intrusion error in multitasking.","Computational Science and Engineering, Prospective Memory"
Miguel Moscoso Cobos,http://ucuenca.edu.ec/resource/author/miguel-moscoso-cobos,http://ucuenca.edu.ec/wkhuska/publication/bifurcation-behavior-of-superlattice,Bifurcation Behavior of a Superlattice Model.,"Dynamic Behavior, hopf bifurcation, Numerical Continuation, Phase Diagram, Singular Perturbation, Stationary Solution, superlattices"
"Villavicencio, Fernando",http://ucuenca.edu.ec/resource/author/fernando-villavicencio,http://ucuenca.edu.ec/wkhuska/publication/applying-voice-conversion-to-concatenative-singing-voice,Applying voice conversion to concatenative singing-voice synthesis.,Voice Conversion
"Álvarez Pérez, Lorena del Pilar",http://ucuenca.edu.ec/resource/author/lorena-del-pilar-álvarez-pérez,http://ucuenca.edu.ec/wkhuska/publication/enhancing-the-energy-efficiency-of-wireless-communicated-binaural-hearing-aids-for-speech-separation-driven-by-soft-computing,Enhancing the energy efficiency of wireless-communicated binaural hearing aids for speech separation driven by soft-computing algorithms.,"Energy Efficient, Evolutionary Computing, Hearing Aid, Soft Computing, Speech Processing, Statistical Signal Processing, Wireless Communication"
"Delgado G. , Cecilia",http://ucuenca.edu.ec/resource/author/cecilia-delgado-g,http://ucuenca.edu.ec/wkhuska/publication/owl-extension-for-integrating-spatio-temporal-dealing-with,OWL extension for integrating spatio-temporal data: dealing with taxonomies.,Spatio-temporal Data
"Neira Carrión, Jose",http://ucuenca.edu.ec/resource/author/jose-neira-carrión,http://ucuenca.edu.ec/wkhuska/publication/underwater-slam-in-man-made-structured,Underwater SLAM in man-made structured environments.,"Autonomous Underwater Vehicle, Data Flow, extended kalman filter, Feature Extraction, Navigation System, Position Estimation, Simultaneous Localization and Mapping"
"Astudillo Granda, Hernán",http://ucuenca.edu.ec/resource/author/hernán-astudillo-granda,http://ucuenca.edu.ec/wkhuska/publication/maximizing-object-reuse-with-biological,Maximizing Object Reuse with a Biological Metaphor.,"Component Reuse, Object Oriented"
"Jallon, P",http://ucuenca.edu.ec/resource/author/pjallon,http://ucuenca.edu.ec/wkhuska/publication/separation-of-convolutive-mixtures-of-linear-modulated-signals-using-constant-modulus,Separation of convolutive mixtures of linear modulated signals using constant modulus algorithm.,"Constant Modulus Algorithm, convolutive mixture, Digital Communication"
"Aguilera Vargas, Pablo Andrés",http://ucuenca.edu.ec/resource/author/pablo-andrés-aguilera-vargas,http://ucuenca.edu.ec/wkhuska/publication/criterion-for-signal-extraction-in-underdetermined-mixtures-of-bounded,Criterion for signal extraction in underdetermined mixtures of bounded support.,"a priori information, Component Analysis, Linear Estimation, Mean Square Error, Signal Extraction, Signal of Interest"
José Luis Neira Izquierdo,http://ucuenca.edu.ec/resource/author/josé-luis-neira-izquierdo,http://ucuenca.edu.ec/wkhuska/publication/optimal-local-map-size-for-ekf-based,Optimal local map size for EKF-based SLAM.,"Environment Maps, Indexing Terms, Map Building, Monte Carlo Simulation, Statistical Significance"
"Díaz Mairongo, Susana Paola",http://ucuenca.edu.ec/resource/author/susana-paola-díaz-mairongo,http://ucuenca.edu.ec/wkhuska/publication/on-the-compositional-characterization-of-complete-fuzzy,On the compositional characterization of complete fuzzy pre-orders.,Fuzzy Set
"Acosta López, Oscar Alejandro",http://ucuenca.edu.ec/resource/author/oscar-alejandro-acosta-lópez,http://ucuenca.edu.ec/wkhuska/publication/atlas-based-segmentation-and-mapping-of-organs-at-risk-from-planning-ct-for-the-development-of-voxel-wise-predictive-models-of-toxicity-in-prostate,Atlas Based Segmentation and Mapping of Organs at Risk from Planning CT for the Development of Voxel-Wise Predictive Models of Toxicity in Prostate Radiotherapy.,"Ct Scan, Deformable Registration, Dose Volume Histogram, Leave One Out, Non-rigid Registration, Normal Tissue Complication Probability, Organs at Risk, Prediction Model, Prostate Cancer, Spatial Distribution, Statistical Model"
"Barros Arteaga, Lorena del Rocio",http://ucuenca.edu.ec/resource/author/lorena-del-rocio-barros-arteaga,http://ucuenca.edu.ec/wkhuska/publication/method-to-compare-maldi-tof-ms-pmf-spectra-and-its-application-in,A Method to Compare MALDI-TOF MS PMF Spectra and Its Application in Phyloproteomics.,"Case Study, Cluster Analysis, Enzyme, maldi-tof mass spectrometry, maldi-tof ms, Mitochondrial Dna, Molecular Marker, Peptide Mass Fingerprinting, Phylogenetic Analysis, Phylogenetic Relationship"
"León Vásquez, Rubén",http://ucuenca.edu.ec/resource/author/rubén-león-vásquez,http://ucuenca.edu.ec/wkhuska/publication/word-stemming-algorithm-for-the-spanish,A Word Stemming Algorithm for the Spanish Language.,"Document Retrieval, Morphological Analysis"
"García Valdez, Isabel Susana",http://ucuenca.edu.ec/resource/author/isabel-susana-garcía-valdez,http://ucuenca.edu.ec/wkhuska/publication/research-on-automatic-irrigation-state-of-the-art-and-recent,"Research on automatic irrigation control: State of the art and recent results""@e","Automatic irrigation, Control theory, Feedback, Water productivity, Water use efficiency"
"Figueroa García, Juan",http://ucuenca.edu.ec/resource/author/juan-figueroa-garcía,http://ucuenca.edu.ec/wkhuska/publication/missing-data-imputation-in-multivariate-data-by-evolutionary,Missing data imputation in multivariate data by evolutionary algorithms.,"Covariance Matrix, Evolutionary Algorithm, Evolutionary Optimization, Fitness Function, Genetic Algorithm, Genetic Structure, Missing Data, Multivariate Analysis, Multivariate Data"
Diana Jackeline Santos Delgado,http://ucuenca.edu.ec/resource/author/diana-jackeline-santos-delgado,http://ucuenca.edu.ec/wkhuska/publication/what-happened-to-esfinge-in,What Happened to Esfinge in 2007?,"Named Entity Recognizer, Question Answering, Question Answering System"
Miltón Silva Perez,http://ucuenca.edu.ec/resource/author/miltón-silva-perez,http://ucuenca.edu.ec/wkhuska/publication/introducing-software-quality-engineering-into-telecommunications-development,Introducing Software Quality Engineering into a Telecommunications Development Environment.,"Development Environment, Development Time, Lines of Code, Profitability, Software Quality, System Design"
Olga Susana Duran Villarroel,http://ucuenca.edu.ec/resource/author/olga-susana-duran-villarroel,http://ucuenca.edu.ec/wkhuska/publication/automated-pipe-defect-detection-and-categorization-using-profiler-and-artificial-neural,Automated Pipe Defect Detection and Categorization Using Camera/Laser-Based Profiler and Artificial Neural Network.,"Artificial Intelligent, Artificial Neural Network, backpropagation, Image Processing, Industrial Application, Laser Diode, Positional Information"
"Torres, Paulina",http://ucuenca.edu.ec/resource/author/paulina-torres,http://ucuenca.edu.ec/wkhuska/publication/technological-and-in-vitro-antioxidant-properties-of-cocoa-cacao,"Chemical, technological and in vitro antioxidant properties of cocoa (Theobroma cacao L.) co-products""@e","Antioxidant, Cocoa, Co-product, Fiber"
Fernando Antonio Durán Sánchez,http://ucuenca.edu.ec/resource/author/fernando-antonio-durán-sánchez,http://ucuenca.edu.ec/wkhuska/publication/tcp-throughput-and-buffer,TCP Throughput and Buffer Management.,"Buffer Management, Class of Service, Low Priority, Network Traffic, Quality of Service, Round Robin, Shared Memory"
"Díaz Contreras, Jessica",http://ucuenca.edu.ec/resource/author/jessica-díaz-contreras,http://ucuenca.edu.ec/wkhuska/publication/systematic-process-for-implementing-gateways-for-test,A Systematic Process for Implementing Gateways for Test Tools.,"Complex System, Test Automation"
Nelson Piedra,http://ucuenca.edu.ec/resource/author/nelson-piedra,http://ucuenca.edu.ec/wkhuska/publication/combining-linked-data-and-mobiles-devices-to-improve-access-to,"Combining Linked Data and mobiles devices to improve access to OCW""@e","LinkedData, Mobil Architecture, Mobile, OCW, OER, OpenCourseWare, Triplestore"
"Bravo, Pedro",http://ucuenca.edu.ec/resource/author/pedro-bravo,http://ucuenca.edu.ec/wkhuska/publication/cooperative-unsupervised-connectionist-model-to-identify-the-optimal-conditions-of-pneumatic,A Cooperative Unsupervised Connectionist Model to Identify the Optimal Conditions of a Pneumatic Drill.,"connectionist models, Cost Function, Feature Selection, Gaussian Distribution, High Dimensional Data, Optimality Condition, Reinforced Concrete, Sparse Representation"
"Castro Riera, Carlos",http://ucuenca.edu.ec/resource/author/carlos-castro-riera,http://ucuenca.edu.ec/wkhuska/publication/clifford-unified-gauge-field-theory-of-conformal-maxwell-and-yang-mills-in,"A Clifford Cl(5, C) Unified Gauge Field Theory of Conformal Gravity, Maxwell and U(4) × U(4) Yang-Mills in 4D""@e","Clifford Algebras, C-space Gravity, Grand Unification"
Mauricio Sáenz Espinosa,http://ucuenca.edu.ec/resource/author/mauricio-sáenz-espinosa,http://ucuenca.edu.ec/wkhuska/publication/3d-sound-interactive-environments-for-blind-children-problem-solving,3D sound interactive environments for blind children problem solving skills.,"3d interaction, Interactive Environment, Problem Solving, Role Playing Game, Self Esteem, Spatial Orientation, Usability Evaluation, Virtual Environment, Virtual Worlds"
"Carrillo Panchi, Xavier Fernando",http://ucuenca.edu.ec/resource/author/xavier-fernando-carrillo-panchi,http://ucuenca.edu.ec/wkhuska/publication/combining-growcut-and-temporal-correlation-for-ivus-lumen,Combining Growcut and Temporal Correlation for IVUS Lumen Segmentation.,"Automatic Segmentation, Coronary Artery Disease, Indexation, Temporal Correlation, Temporal Information"
Eduardo Gustavo Valarezo Armijos,http://ucuenca.edu.ec/resource/author/eduardo-gustavo-valarezo-armijos,http://ucuenca.edu.ec/wkhuska/publication/chemical-composition-and-biological-activity-of-the-essential-oil-of-baccharis-obtusifolia-kunth-from,"Chemical composition and biological activity of the essential oil of Baccharis obtusifolia Kunth from Loja, Ecuador""@e","antibacterial activity and antifungal activity, Asteraceae, Baccharis obtusifolia, limonene, Trichophyton mentagrophytes, Trichophyton rubrum"
"Llibre, Jaume",http://ucuenca.edu.ec/resource/author/jaume-llibre,http://ucuenca.edu.ec/wkhuska/publication/periodic-orbits-near-heteroclinic-loop-formed-by-one-dimensional-orbit-and-two-dimensional-application-to-the-charged-collinear-three-body,Periodic orbits Near a heteroclinic Loop formed by One-Dimensional Orbit and a Two-Dimensional Manifold: Application to the charged Collinear Three-Body Problem.,"Periodic Orbit, Three-body Problem"
"Sánchez Romero, Hugo",http://ucuenca.edu.ec/resource/author/hugo-sánchez-romero,http://ucuenca.edu.ec/wkhuska/publication/personal-and-professional-use-of-menopausal-hormone-therapy-among-multinational-study,"Personal and professional use of menopausal hormone therapy among gynecologists: A multinational study (REDLINC VII)""@e","Gynecologists, Menopausal hormone therapy, Personal use, Prescribing behavior, Professionals"
"Astudillo Granda, Hernán",http://ucuenca.edu.ec/resource/author/hernán-astudillo-granda,http://ucuenca.edu.ec/wkhuska/publication/improving-web-api-discovery-by-leveraging-social,Improving Web API Discovery by Leveraging Social Information.,Collaborative Networks
"Andrade Cárdenas, Víctor Adrián",http://ucuenca.edu.ec/resource/author/víctor-adrián-andrade-cárdenas,http://ucuenca.edu.ec/wkhuska/publication/an-x86-64-core-in-32-nm-soi,An x86-64 Core in 32 nm SOI CMOS.,"Circuit Design, Design Technique, Energy Efficient, Flip Flop, Floating Point, High Frequency, Logic Gate, Low Power, Low Voltage, Power Efficiency, Power Envelope, Power Management, Power Optimization, Power Reduction, Register File, Soft Error"
"Sánchez Plasencia, Leticia",http://ucuenca.edu.ec/resource/author/leticia-sánchez-plasencia,http://ucuenca.edu.ec/wkhuska/publication/multiagent-extension-for-virtual-reality-based-intelligent-tutoring,A Multiagent Extension for Virtual Reality Based Intelligent Tutoring Systems.,"Computer Based Learning, Intelligent Tutoring System, Virtual Reality"
